"","Theme","Category","Source","Valence_mean","Valence_SD","Valence_N","Arousal_mean","Arousal_SD","Arousal_N"
"I489","Memorial 1","Scene","Pixabay",4.66666666666667,1.4646550861729,102,4.4,1.88025358272589,100
"I490","Memorial 2","Scene","Pixabay",2.96039603960396,1.35588194234755,101,3.87378640776699,1.90808194243044,103
"I491","Memorial 3","Scene","Pixabay",3.05555555555556,1.45225144789488,108,3.52884615384615,1.7788221846073,104
"I492","Miserable face 1","Person","Wikipedia",3.52475247524752,1.08253461289642,101,3.43689320388349,1.71309777265597,103
"I493","Miserable face 2","Person","Pixabay",2.58823529411765,1.15486865376755,102,3.89108910891089,1.82702484985295,101
"I494","Miserable pose 1","Person","Wikipedia",2.55882352941176,0.970592647490016,102,3.43564356435644,1.65780482315717,101
"I495","Miserable pose 2","Person","Pixabay",2.7962962962963,0.914670251182014,108,3.16346153846154,1.68436889695536,104
"I496","Miserable pose 3","Person","Wikipedia",1.1078431372549,0.419968474656029,102,5.14851485148515,2.34258890381501,101
"I497","Miserable pose 4","Person","Wikipedia",2.58333333333333,0.977551776958906,108,3.96153846153846,1.60655862633941,104
"I498","Miserable pose 5","Person","Pixabay",2.95098039215686,0.947925833465013,102,3.44554455445545,1.58414170783268,101
"I499","Money 1","Object","Pixabay",4.96039603960396,1.14822290587854,101,3.67961165048544,1.74453540212708,103
"I500","Monkey 1","Animal","Pixabay",4.87128712871287,1.13721911992926,101,4.21359223300971,1.60055434904686,103
"I501","Monkey 2","Animal","Flickr/Jo Christian Oterhals",4.02941176470588,1.3159785904616,102,3.72277227722772,1.68593482603088,101
"I502","Monkey 3","Animal","All-free-download.com",3.62037037037037,1.22830779874577,108,3.56730769230769,1.69959688582593,104
"I503","Monkey 4","Animal","Pixabay",2.86111111111111,1.09764687419777,108,3.68269230769231,1.79678473934746,104
"I504","Moon 1","Scene","Pixabay",5.27450980392157,1.17866229550013,102,3.61386138613861,1.8109130129838,101
"I505","Mother 1","Person","Pixabay",6.1078431372549,1.15960784379379,102,4.08910891089109,1.74985147884608,101
"I506","Mother 2","Person","Pixabay",5.92592592592593,1.02038753590668,108,3.84615384615385,1.71101077700118,104
"I507","Mother 3","Person","Pixabay",5.08910891089109,1.51062245383147,101,4.10679611650485,1.68565238059929,103
"I508","Mother 4","Person","Pixabay",6.04901960784314,1.16361889392739,102,4.08910891089109,1.72104044055327,101
"I509","Mother 5","Person","Pixabay",5.93518518518519,1.01643640039117,108,3.50961538461538,1.62501795244866,104
"I510","Mother 6","Person","Pixabay",6.07843137254902,1.15772288027873,102,4.44554455445545,1.72322515954679,101
"I511","Mother 7","Person","Pixabay",6.03960396039604,1.19933975235717,101,4.30097087378641,1.64992543774673,103
"I512","Mother 8","Person","Pixabay",5.93137254901961,1.24486910458723,102,3.97029702970297,1.79697215083904,101
"I513","Mother 9","Person","Flickr/Graco Children Products",5.98148148148148,1.11053983236984,108,3.63461538461538,1.80106598590564,104
"I514","Motocross 1","Person","Pixabay",4.77777777777778,1.01698963257871,108,3.86538461538462,1.74632869996021,104
"I515","Musician 1","Person","Pixabay",5.40740740740741,0.947569808905051,108,3.21153846153846,1.54337341354968,104
"I516","Nature 1","Scene","Pixabay",6.11881188118812,0.972492968744466,101,4.42718446601942,1.7523202643284,103
"I517","Nature 2","Scene","Pixabay",5.66666666666667,1.04676146803228,102,3.57425742574257,1.75696633236648,101
"I518","Neonazi 1","Person","Wikipedia",2.03921568627451,1.47535240715432,102,4.43564356435644,2.14203567469899,101
"I519","Neutral face 1","Person","Wikipedia",3.96078431372549,0.716448454993376,102,2.40594059405941,1.3503941485491,101
"I520","Neutral face 2","Person","Pixabay",4.67592592592593,0.905112206641411,108,2.18269230769231,1.39182371858996,104
"I521","Neutral face 3","Person","Pixabay",4.5049504950495,0.98614159608281,101,2.62135922330097,1.43565592616092,103
"I522","Neutral face 4","Person","Pixabay",3.89108910891089,0.870643326500696,101,2.17821782178218,1.30687443623296,101
"I523","Neutral face 5","Person","Pixabay",4.98039215686275,1.05286400687248,102,3.77227722772277,1.67857789881085,101
"I524","Neutral pose 1","Person","Pixabay",5.05882352941176,1.02274653917834,102,3.01980198019802,1.54259649954097,101
"I525","Neutral pose 2","Scene","Pixabay",5.25490196078431,1.12299347581755,102,3.66336633663366,1.66899507322683,101
"I526","Neutral pose 3","Person","Pixabay",3.81188118811881,0.560586679954647,101,2.60194174757282,1.43718001263942,103
"I527","Nude couple 1","Person","Wikipedia",5.42156862745098,1.2058953742591,102,4.99009900990099,1.33787181377702,101
"I528","Nude couple 2","Person","Wikipedia",5.44117647058824,1.07697347671143,102,4.40594059405941,1.55034330276737,101
"I529","Nude couple 3","Person","Flickr/you me",5.45098039215686,1.09569319782964,102,4.5049504950495,1.41155065354551,101
"I530","Nude couple 4","Person","Flickr/Marquis C.",5.36274509803922,1.06044279642076,102,4.46534653465347,1.38970756949542,101
"I531","Nude couple 5","Person","Wikipedia",5.68518518518519,1.35099927120873,108,5.34615384615385,1.29051228459248,104
"I532","Nude couple 6","Person","Flickr/kris krueg",5.2970297029703,1.57190683219741,101,5.42718446601942,1.74671648118368,103
"I533","Nude couple 7","Person","Wikipedia",5.69306930693069,1.06529408387943,101,4.21359223300971,1.71870040641117,103
"I534","Nude couple 8","Person","DeviantArt",5.27777777777778,1.26663387398116,108,4.70192307692308,1.51932411961147,104
"I535","Nude couple 9","Person","Flickr/Jaume Ventura",5.16666666666667,1.32069088830136,102,5.05940594059406,1.36983051636484,101
"I536","Nude couple 10","Person","Wikipedia",5.5,1.06007658979794,102,4.2970297029703,1.45975720210894,101
"I537","Nude couple 11","Person","Wikipedia",4.64705882352941,1.81657418204756,102,5.72277227722772,1.66804563415506,101
"I538","Nude couple 12","Person","Flickr/dat",5.06862745098039,1.29170854636173,102,5.21782178217822,1.22966629941655,101
"I539","Nude couple 13","Person","Wikipedia",5.79411764705882,1.03730644425332,102,4.51485148514851,1.57869478612009,101
"I540","Nude couple 14","Person","Wikipedia",4.84158415841584,2.0333847312662,101,5.62135922330097,1.88449038648446,103
"I541","Nude man 1","Person","Flickr/Charles Roffey",4.38235294117647,0.856473516286508,102,3.28712871287129,1.63912558190864,101
"I542","Nude man 2","Person","Flickr/Charles Roffey",4.44117647058824,1.04903094756343,102,3.05940594059406,1.60512792124627,101
"I543","Nude man 4","Person","Flickr/Swire",4.58823529411765,1.35232063964333,102,3.66336633663366,1.77356831118946,101
"I544","Nude man 5","Person","Flickr/Travis75",4.71287128712871,1.45145880867055,101,3.61165048543689,1.91604683775869,103
"I545","Nude man 6","Person","Flickr/sea turtle",4,1.19404462825199,102,3.52475247524752,1.72970552063605,101
"I546","Nude man 7","Person","Flickr/O. G.",4.51485148514851,1.15424314064359,101,3.74757281553398,1.98384873811598,103
"I547","Nude man 8","Person","Flickr/John Goodridge",3.16831683168317,1.65571318126476,101,3.75728155339806,2.13038714799509,103
"I548","Nude man 9","Person","Flickr/Rodrigo S_ Barreto",3.39814814814815,1.00410200560505,108,3.5,1.80613840065763,104
"I549","Nude man 10","Person","Wikipedia",3.54455445544554,1.57813023844832,101,3.71844660194175,2.22471622216846,103
"I550","Nude man 11","Person","Wikipedia",3.17647058823529,1.80434988542338,102,4.15841584158416,2.24380334818953,101
"I551","Nude man 12","Person","Flickr/Chris Hunkeler",4.66336633663366,1.06091684615499,101,3.40776699029126,1.83878099648036,103
"I552","Nude man 13","Person","Flickr/Sasha Kargaltsev",4.2970297029703,1.15364253090327,101,3.48543689320388,1.83572434637678,103
"I553","Nude man 14","Person","Flickr/See-ming Lee",4.34259259259259,1.41528397491961,108,3.70192307692308,1.97006632233886,104
"I554","Nude man 15","Person","Wikipedia",3.86138613861386,1.53642248727553,101,3.54368932038835,2.03294772474638,103
"I555","Nude man 16","Person","Flickr/David Shankbone",4.42592592592593,1.47378147801126,108,3.88461538461538,2.00633797841852,104
"I556","Nude man 17","Person","Wikipedia",3.72277227722772,1.43609757245939,101,3.48543689320388,2.05256452536392,103
"I557","Nude man 18","Person","Wikipedia",3.53703703703704,1.32852195241731,108,3.51923076923077,1.96068528356286,104
"I558","Nude man 19","Person","Wikipedia",4.76851851851852,1.18089528432925,108,3.79807692307692,1.87668271517667,104
"I559","Nude man 20","Person","Wikipedia",3.48148148148148,1.83670510294056,108,4.22115384615385,2.1986612465481,104
"I560","Nude man 3","Person","Flickr/Charles Roffey",4.30392156862745,1.11505641367099,102,3.25742574257426,1.80916259825663,101
"I561","Nude man 21","Person","Wikipedia",3.54901960784314,1.81646730902602,102,4.30693069306931,2.02850967095267,101
"I562","Nude man 22","Person","Wikipedia",4.80392156862745,1.06277439728768,102,3.9009900990099,1.75786774528148,101
"I563","Nude man 23","Person","Flickr/Sasha Kargaltsev",3.98039215686275,1.48910493520661,102,3.59405940594059,1.66840173712318,101
"I564","Nude woman 1","Person","Wikipedia",5,1.24096736459909,101,4.39805825242718,1.84889901433281,103
"I565","Nude woman 2","Person","Wikipedia",4.62376237623762,1.67243227156447,101,4.70873786407767,2.03224529533593,103
"I566","Nude woman 3","Person","Wikipedia",4.61764705882353,1.74085513098318,102,5.34653465346535,1.76881679980916,101
"I567","Nude woman 4","Person","Wikipedia",3.87128712871287,1.42592683077803,101,4.67961165048544,1.81612382013425,103
"I568","Nude woman 5","Person","Wikipedia",5.35294117647059,1.30229849222141,102,4.94059405940594,1.80455968135287,101
"I569","Nude woman 6","Person","Pixabay",4.80392156862745,1.23512308030033,102,4.45544554455446,1.7235124164058,101
"I570","Nude woman 7","Person","Pixabay",5.17821782178218,1.32963182576201,101,4.69902912621359,1.84090212037208,103
"I571","Nude woman 8","Person","Pixabay",5.37254901960784,1.41366435320195,102,4.78217821782178,1.84718142257895,101
"I572","Nude woman 9","Person","Pixabay",5.20588235294118,1.69646245384602,102,4.76237623762376,1.86627176398018,101
"I573","Nude woman 10","Person","Pixabay",5.0462962962963,1.69322045232541,108,5.17307692307692,1.46441484183166,104
"I574","Nude woman 11","Person","Pixabay",5.18518518518519,1.5597037110684,108,4.91346153846154,1.48199928542543,104
"I575","Nude woman 12","Person","Pixabay",5.20792079207921,1.35142022837582,101,4.92233009708738,1.8078766680364,103
"I576","Nude woman 13","Person","Pixabay",5.2962962962963,1.54229625661341,108,5.25961538461539,1.53910320823077,104
"I577","Nude woman 14","Person","Pixabay",5.08823529411765,1.35780064720631,102,4.95049504950495,1.73997837701371,101
"I578","Nude woman 15","Person","Wikipedia",5.2843137254902,1.4649532887521,102,5.37623762376238,1.81577248105876,101
"I579","Nude woman 16","Person","Flickr/++",4.69444444444444,1.68810203291159,108,5.45192307692308,1.42706030714857,104
"I580","Nude woman 17","Person","Wikipedia",5.12962962962963,1.697125621621,108,5.21153846153846,1.5115932372868,104
"I581","Nude woman 18","Person","Wikipedia",4.99074074074074,1.71576184201409,108,5.40384615384615,1.45828221042012,104
"I582","Nude woman 19","Person","Wikipedia",4.91176470588235,1.59269956504187,102,5.46534653465347,1.60352334835289,101
"I583","Nude woman 20","Person","Wikipedia",4.8921568627451,1.98462836756121,102,5.15841584158416,1.82610335560355,101
"I584","Nude woman 21","Person","Flickr/Christian Hernandez",4.76470588235294,1.42242625372699,102,4.77227722772277,1.69635602465291,101
"I585","Nude woman 22","Person","Flickr/Jenna Jameson",4.75,1.87020414698553,108,4.92307692307692,1.80448366975535,104
"I586","Office supplies 1","Object","Pixabay",4.03703703703704,0.43073347410927,108,1.88461538461538,1.2718589125187,104
"I587","Office supplies 2","Object","Pixabay",4.08910891089109,0.511840012132504,101,1.84466019417476,1.25836247118633,103
"I588","Office supplies 3","Object","Pixabay",4.23762376237624,0.763524915788413,101,2.71844660194175,1.60524554183205,103
"I589","Office supplies 4","Object","Pixabay",4.27722772277228,0.736461972965178,101,2.14705882352941,1.40294639618374,102
"I590","Office supplies 5","Object","Pixabay",4.05555555555556,0.638826806320399,108,1.86538461538462,1.29268060695814,104
"I591","Opossum 1","Animal","Pixabay",3.2843137254902,1.27719875237845,102,4.06930693069307,1.79029285728662,101
"I592","Orangutan 1","Animal","Pixabay",4.94117647058824,1.20085389925739,102,3.57425742574257,1.68134787984798,101
"I593","Ornament 1","Object","Pixabay",5.24509803921569,1.0848759979312,102,2.88118811881188,1.63271019297897,101
"I594","Paintbrush 1","Object","Pixabay",4.06481481481481,0.878328362885714,108,2.10576923076923,1.37888564287668,104
"I595","Paper 1","Object","Pixabay",4.15841584158416,0.484410430674789,101,1.86407766990291,1.4283443293968,103
"I596","Paper 2","Object","Pixabay",4.08910891089109,0.511840012132504,101,1.93203883495146,1.42980963988924,103
"I597","Paper 3","Object","Pixabay",4.23529411764706,0.733585668099032,102,1.82178217821782,1.19495639756403,101
"I598","Paper 4","Object","Pixabay",4.08910891089109,0.491914828013755,101,1.87378640776699,1.47315595363662,103
"I599","Paper 5","Object","Pixabay",4.36274509803922,0.952216961780489,102,2.25742574257426,1.31646090216561,101
"I600","Paperclips 1","Object","Pixabay",3.99019607843137,0.455876873233141,102,2,1.34164078649987,101
"I601","Paperclips 2","Object","Pixabay",4.57843137254902,0.883694702330398,102,2.33663366336634,1.50517259955642,101
"I602","Paperclips 3","Object","Pixabay",4.04901960784314,0.474653620040621,102,1.84158415841584,1.27069015316344,101
"I603","Paperclips 4","Object","Pixabay",4.06930693069307,0.495124746757305,101,2.07766990291262,1.42587654766579,103
"I604","Parachuting 1","Scene","Pixabay",5.12745098039216,1.03092353700817,102,4.54455445544554,1.51343815516358,101
"I605","Parachuting 2","Person","Wikipedia",5.43137254901961,1.04842931953035,102,4.33663366336634,1.63264955041045,101
"I606","Parachuting 3","Person","Wikipedia",5.38613861386139,1.20805874881732,101,4.78640776699029,1.74698892460261,103
"I607","Parachuting 4","Person","Wikipedia",4.80392156862745,1.15217586396799,102,5.20792079207921,1.53829016562655,101
"I608","Parade 1","Person","Pixabay",5.64814814814815,0.998267797071225,108,3.48076923076923,1.55782253579304,104
"I609","Parasailing 1","Scene","Pixabay",5.65686274509804,1.01956210790008,102,3.96039603960396,1.62432011672089,101
"I610","Parasailing 2","Person","Pixabay",5.12871287128713,1.19719143278453,101,4.3495145631068,1.74731580063215,103
"I611","Parasailing 3","Scene","Pixabay",5.13861386138614,1.1491710313987,101,4.27184466019417,1.65798232421147,103
"I612","Parasailing 4","Scene","Pixabay",5.30555555555556,1.25644754611447,108,4.20192307692308,1.77567057040655,104
"I613","Party 1","Person","Pixabay",4.51960784313725,0.919862152359698,102,2.94059405940594,1.4270373658613,101
"I614","Path 1","Scene","Pixabay",4.81372549019608,1.01210878917535,102,2.73267326732673,1.70229896968136,101
"I615","Penguins 1","Animal","Pixabay",5.66336633663366,0.99274596672837,101,3.74757281553398,1.61923757538178,103
"I616","Penguins 2","Animal","Pixabay",6.20792079207921,0.875406553358705,101,4.6504854368932,1.73605783914715,103
"I617","Performance 1","Scene","Pixabay",5.57425742574257,1.08946348863526,101,3.86407766990291,1.72096953801367,103
"I618","Performance 2","Scene","Pixabay",4.7037037037037,1.22481552499408,108,3.49038461538462,1.80611255714626,104
"I619","Phone 1","Object","Pixabay",4.50980392156863,0.829470760998123,102,2.40594059405941,1.39411776993038,101
"I620","Picnic 1","Person","Pixabay",6.05940594059406,1.07537697741971,101,3.72815533980583,1.75003739319872,103
"I621","Picnic 2","Person","Pixabay",5.90740740740741,1.05491317831203,108,3.47115384615385,1.6660908888437,104
"I622","Picnic 3","Person","Pixabay",4.5462962962963,1.18703478253142,108,3.26923076923077,1.66768701651823,104
"I623","Picnic 4","Person","Pixabay",5.02970297029703,1.0531423982022,101,3.22330097087379,1.51419453016946,103
"I624","Pig 1","Animal","Wikipedia",4.53921568627451,1.07787440833686,102,3.24752475247525,1.6149671240868,101
"I625","Pig 2","Animal","Wikipedia",4.69444444444444,1.28585644271717,108,3.20192307692308,1.75919116284259,104
"I626","Pigeon 1","Animal","Pixabay",4.55882352941176,1.01057310876243,102,2.42574257425743,1.53196954704371,101
"I627","Pigeon 2","Animal","Pixabay",4.53921568627451,0.929937383471192,102,2.27722772277228,1.38649783181358,101
"I628","Pigeon 3","Animal","Pixabay",4.62745098039216,1.0616778112031,102,2.63366336633663,1.51474600033951,101
"I629","Pigeon 4","Animal","Pixabay",5.11881188118812,0.972492968744466,101,3.21359223300971,1.51883911704581,103
"I630","Pigeon 5","Animal","Pixabay",4.52777777777778,1.2489871285774,108,2.50961538461538,1.52006126797632,104
"I631","Pigeon 6","Animal","Flickr/internets_dairy",2.32407407407407,1.1007958353379,108,3.81730769230769,2.01337480812652,104
"I632","Pinecone 1","Object","Pixabay",4.63725490196078,0.876415016368574,102,2.06930693069307,1.40895298532332,101
"I633","Pinecone 2","Object","Pixabay",4.42156862745098,0.969191502496266,102,2.12871287128713,1.39759340536963,101
"I634","Pinecone 3","Object","Pixabay",5.2037037037037,1.07442015884996,108,2.42307692307692,1.53719140998075,104
"I635","Pinecone 4","Object","Pixabay",4.54901960784314,0.950533471688317,102,2.34653465346535,1.47942991428696,101
"I636","Plane crash 1","Object","Pixabay",2.59803921568627,1.32201319567394,102,4.00990099009901,1.70584319036042,101
"I637","Plane crash 2","Scene","Pixabay",2.81372549019608,1.19180694958806,102,3.87128712871287,1.68323121606411,101
"I638","Plane crash 3","Scene","Pixabay",2.23529411764706,1.04527669924516,102,4.12871287128713,1.82023826097922,101
"I639","Plane crash 4","Object","Pixabay",2.04950495049505,1.04284454856668,101,4.10679611650485,1.91952108691778,103
"I640","Police 1","Person","Pixabay",2.58823529411765,1.12885591058416,102,4.27722772277228,1.69775623621996,101
"I641","Police 2","Person","Pixabay",2.38888888888889,1.25923380749226,108,4.56730769230769,1.75579165381054,104
"I642","Police 3","Person","Pixabay",4.28703703703704,1.21556052933805,108,3.39423076923077,1.68614150917026,104
"I643","Police 4","Person","Pixabay",3.2843137254902,1.30783965908255,102,3.77227722772277,1.70224080622462,101
"I644","Police 5","Person","Pixabay",2.43137254901961,1.2388896651467,102,4.03960396039604,1.77155746211749,101
"I645","Pollution 1","Scene","Pixabay",2.47524752475248,1.33112027560203,101,3.62135922330097,1.85301294057241,103
"I646","Power lines 1","Scene","Pixabay",3.97058823529412,1.11209268750532,102,2.67326732673267,1.40789851119382,101
"I647","Present 1","Object","Pixabay",5.50980392156863,1.13229022308391,102,2.98019801980198,1.72615293656038,101
"I648","Present 2","Object","Pixabay",5.49019607843137,1.06933029878764,102,3.08910891089109,1.67391164582238,101
"I649","Prison 1","Scene","Pixabay",4.02941176470588,1.23043807986224,102,2.76237623762376,1.56300041491668,101
"I650","Prison 2","Object","Pixabay",2.62037037037037,1.18177430829638,108,3.18269230769231,1.68237247573916,104
"I651","Pumpkin 1","Object","Pixabay",4.85294117647059,1.06610291353514,102,2.30693069306931,1.39816003559983,101
"I652","Raccoon 1","Animal","Flickr/chad thomas",3.6039603960396,1.29675909806557,101,4.11650485436893,1.59841202370516,103
"I653","Rafting 1","Person","Wikipedia",4.58333333333333,1.39508482976591,108,4.36538461538461,1.83841263477037,104
"I654","Rafting 2","Person","Wikipedia",4.82352941176471,1.18915699157493,102,4.82178217821782,1.75724807357391,101
"I655","Rafting 3","Person","Wikipedia",5.09803921568627,1.1214365250138,102,4.22772277227723,1.66662046140573,101
"I656","Rafting 4","Person","Wikipedia",5.58333333333333,1.01507331349795,108,4.04807692307692,1.71447185500323,104
"I657","Rafting 5","Person","Wikipedia",5.18627450980392,0.930563463468149,102,4.83168316831683,1.53015886058078,101
"I658","Rafting 6","Person","Wikipedia",4.99074074074074,1.08080422090782,108,4.11538461538461,1.65058208213288,104
"I659","Railroad 1","Scene","Pixabay",4.26470588235294,1.11627448439867,102,2.95049504950495,1.58981909426049,101
"I660","Rainbow 1","Scene","Wikipedia",6.23148148148148,0.991614198809208,108,4.05769230769231,1.78900049697944,104
"I661","Rainbow 2","Scene","Pixabay",6.25742574257426,0.95554660112979,101,4.90291262135922,1.70071820530585,103
"I662","Research 1","Scene","Pixabay",4.48514851485149,1.37560067887551,101,4.37864077669903,1.85301294057241,103
"I663","Road 1","Scene","Pixabay",5.05882352941176,1.16740831184706,102,3.37623762376238,1.54176188270767,101
"I664","Rock climbing 1","Person","Wikipedia",4.53921568627451,1.05934379676831,102,4.25742574257426,1.53397174254635,101
"I665","Rock climbing 2","Person","Wikipedia",4.67647058823529,1.02601569773453,102,4.64356435643564,1.52042203625074,101
"I666","Rock climbing 3","Person","Wikipedia",4.54901960784314,1.17420671329725,102,4.46534653465347,1.65870043368683,101
"I667","Rock climbing 4","Person","Wikipedia",4.24074074074074,1.32460800317037,108,4.23076923076923,1.80737845463184,104
"I668","Rocks 1","Object","Pixabay",4.67647058823529,0.956082815770439,102,2.41584158415842,1.48504092019495,101
"I669","Rocks 2","Object","Pixabay",4.30693069306931,0.731335412207364,101,2.10679611650485,1.39966817747765,103
"I670","Rocks 3","Object","Pixabay",4.31372549019608,0.674579328495119,102,2.1980198019802,1.35661197090545,101
"I671","Rocks 4","Object","Pixabay",4.51960784313725,0.951605128158669,102,2.17821782178218,1.40993644965977,101
"I672","Rocks 5","Object","Pixabay",4.48039215686275,0.841149521760358,102,2.16831683168317,1.37163629968511,101
"I673","Rocks 6","Object","Pixabay",4.20588235294118,0.694222769252683,102,1.85148514851485,1.24407506697837,101
"I674","Rocks 7","Object","Pixabay",4.31372549019608,0.703321570001209,102,1.92079207920792,1.27814841326688,101
"I675","Rollercoaster 1","Scene","Wikipedia",5.44554455445545,1.20395388221271,101,4.70873786407767,1.58195131404947,103
"I676","Rollercoaster 2","Scene","Wikipedia",5.37254901960784,1.21802931753114,102,5.11881188118812,1.42328583715901,101
"I677","Rollercoaster 3","Scene","Wikipedia",5.10891089108911,1.12161481890184,101,4.39805825242718,1.76201647977672,103
"I678","Roofing 1","Object","Pixabay",4.01980198019802,0.423797074548704,101,2.00970873786408,1.33941123757951,103
"I679","Roofing 2","Object","Pixabay",4.05940594059406,0.341226674755003,101,2.12621359223301,1.39803511730757,103
"I680","Roofing 3","Object","Pixabay",3.92592592592593,0.636927550622616,108,2.07692307692308,1.39132058307896,104
"I681","Roofing 4","Object","Pixabay",3.56862745098039,0.949307240081243,102,2.34653465346535,1.32238907712032,101
"I682","Roofing 5","Object","Pixabay",4.04950495049505,0.384089511019564,101,1.92233009708738,1.38400753984933,103
"I683","Rooster 1","Animal","Flickr/Craig Marren",4.32352941176471,1.17027342752281,102,3.45544554455446,1.58445418031098,101
"I684","Rubber duck 1","Object","Pixabay",5.41176470588235,1.04694691607484,102,3.76237623762376,1.87162237030596,101
"I685","Rugby 1","Person","Pixabay",4.22222222222222,1.05310695938863,108,3.98076923076923,1.74033123301211,104
"I686","Rugby 2","Person","Wikipedia",5.35294117647059,1.04972470529257,102,3.06930693069307,1.58907158896366,101
"I687","Running away 1","Person","Pixabay",4.57843137254902,1.21407810039449,102,3.56435643564356,1.54541801195766,101
"I688","Sad face 1","Person","Pixabay",2.68627450980392,1.03388522408028,102,4.33663366336634,1.80153949566904,101
"I689","Sad face 2","Person","Pixabay",3.04950495049505,1.05239001918264,101,4.27184466019417,1.82678424602232,103
"I690","Sad face 3","Person","Pixabay",3.13861386138614,0.787777925183196,101,3.42718446601942,1.85557951281635,103
"I691","Sad face 4","Person","Pixabay",3.47058823529412,0.919598301810037,102,2.89108910891089,1.39929260770584,101
"I692","Sad face 5","Person","Pixabay",4.33333333333333,1.17172406893832,102,3.10891089108911,1.53558451476309,101
"I693","Sad face 6","Person","Pixabay",3.64356435643564,1.26161926440461,101,3.76470588235294,1.79204220351335,102
"I694","Sad face 7","Person","Pixabay",3.13861386138614,1.08655145271908,101,3.79611650485437,1.70558036411376,103
"I695","Sad face 8","Person","Wikipedia",2.62962962962963,1.156797000686,108,4.16346153846154,1.98592414193883,104
"I696","Sad face 9","Person","Pixabay",2.31481481481481,0.903245944587621,108,4.25961538461539,1.83808253989051,104
"I697","Sad pose 1","Person","Pixabay",2.88235294117647,1.01760851122619,102,3.67326732673267,1.43602862708993,101
"I698","Sad pose 2","Person","Pixabay",3.59803921568627,0.987644501737968,102,3.28712871287129,1.51879316342527,101
"I699","Sad pose 3","Person","Wikipedia",2.87037037037037,0.986758997672538,108,3.74038461538462,1.75706724046862,104
"I700","Sad pose 4","Person","Pixabay",2.84259259259259,0.977905802059496,108,3.31730769230769,1.57199040905275,104
"I701","Sad pose 5","Person","Pixabay",3.11764705882353,0.947055025187997,102,3.35643564356436,1.5465067631009,101
"I702","Sad pose 6","Person","Pixabay",3.31683168316832,1.00926401966291,101,3.19417475728155,1.69808572976486,103
"I703","Sad pose 7","Person","Wikipedia",2.74074074074074,1.27792450284052,108,3.67307692307692,1.72047807587292,104
"I704","Sailing 1","Scene","Wikipedia",4.59405940594059,1.21801656656863,101,4.45631067961165,1.67903274576627,103
"I705","Sailing 2","Scene","Wikipedia",5.30392156862745,1.02241430139088,102,4.56435643564356,1.43816439661228,101
"I706","Sailing 3","Scene","Wikipedia",5.45098039215686,1.04953974807057,102,3.62376237623762,1.63616310402426,101
"I707","Satellite 1","Object","Pixabay",5.06862745098039,1.21263810214084,102,3.83168316831683,1.7092062890751,101
"I708","Scared cat 1","Animal","Pixabay",4.6078431372549,1.40125023909943,102,4.54455445544554,1.5654057140259,101
"I709","Scared face 1","Person","Pixabay",3.89108910891089,0.747007230206106,101,3.20388349514563,1.69404506792939,103
"I710","Scared face 2","Person","Pixabay",3.77450980392157,1.01383364918499,102,3.1980198019802,1.61876373804331,101
"I711","Scared face 3","Person","Pixabay",3.0462962962963,1.29256868983048,108,4.11538461538461,1.73657229788467,104
"I712","Scared face 4","Person","Pixabay",2.97029702970297,0.910554177899969,101,3.48543689320388,1.91415817605005,103
"I713","Scared face 5","Person","Flickr/Dee Teal",3.02970297029703,1.0045441308828,101,3.69902912621359,1.85681020737236,103
"I714","Scary face 1","Person","Flickr/Filemon Pi",1.77777777777778,0.989036473754859,108,4.51923076923077,2.13605556648738,104
"I715","Scary face 2","Person","Pixabay",3.03960396039604,1.11284133711152,101,3.96116504854369,1.88867797988635,103
"I716","School 1","Person","Pixabay",5.14705882352941,1.1292427921551,102,3.14851485148515,1.38120337831806,101
"I717","School 2","Person","Pixabay",5.83333333333333,1.06318532547418,102,3.96039603960396,1.69068502139936,101
"I718","School 3","Person","Pixabay",5.08910891089109,1.09634857505257,101,3.39805825242718,1.72262798451783,103
"I719","School 4","Person","Pixabay",4.56481481481481,1.16228222277808,108,3.31730769230769,1.60862012312503,104
"I720","School 5","Person","Pixabay",4.53921568627451,1.04048321435546,102,2.63366336633663,1.30171250495052,101
"I721","School 6","Person","Pixabay",5.6078431372549,1.15318639700595,102,3.0990099009901,1.48664017499225,101
"I722","School 7","Person","Pixabay",5.64705882352941,1.0958703654592,102,3.19,1.57438459999038,100
"I723","School 8","Person","Pixabay",5.28712871287129,0.983225647177354,101,3.33980582524272,1.5374628837111,103
"I724","Seal 1","Animal","Pixabay",4.63725490196078,1.13267593161718,102,3.89108910891089,1.52905846911758,101
"I725","Severed finger 1","Person","Wikipedia",1.67326732673267,0.906740435748722,101,4.36893203883495,2.33048968708521,103
"I726","Shark 1","Animal","Pixabay",3.75925925925926,1.45890991420441,108,4.11538461538461,1.81850088856254,104
"I727","Shark 2","Animal","Pixabay",3.65686274509804,1.47919631670404,102,4.56435643564356,1.56470982347628,101
"I728","Shark 3","Animal","Pixabay",3.81188118811881,1.22239822715127,101,4.33980582524272,1.64229274251657,103
"I729","Shark 4","Animal","Pixabay",3.07920792079208,1.11967109739273,101,4.61165048543689,1.81622863783093,103
"I730","Shark 5","Animal","Pixabay",3.59803921568627,1.42994705933692,102,4.44554455445545,1.68804767423644,101
"I731","Shark 6","Animal","Wikipedia",3.89814814814815,1.42697519979769,108,3.94230769230769,1.73947276398318,104
